lake,year,spp,density_perhec,length_mm.avg,log10.g,biomass_g,biomass_mg,biomass.g_perhec,biomass.mg_perhec,biomass.kg_perhec
Trout,2015,lake.trout,31.7678876199235,478.68356218378347,2.9169506500144733,825.9440901188402,825944.0901188402,26238.499035235283,26238499.035235282,26.238499035235282
Trout,2015,walleye,8.8950085321862,287.3419466814461,2.2899510158728793,194.9624688952016,194962.4688952016,1734.1928242789047,1734192.8242789048,1.7341928242789049
Trout,2016,cisco,2446.28536751359,164.48677603587782,1.52420380246995,33.43519053812231,33435.19053812231,81792.01737343744,81792017.37343743,81.79201737343743
Trout,2016,lake.trout,0,NA,NA,NA,NA,NA,NA,NA
Trout,2016,walleye,0,NA,NA,NA,NA,NA,NA,NA
Trout,2017,cisco,3329.12615641149,122.25454370882362,1.1221985189647956,13.24947039107301,13249.47039107301,44109.158437520724,44109158.43752073,44.109158437520726
Trout,2017,lake.trout,10.2434650983729,526.3633322242285,3.0446632273340617,1108.3150415783273,1108315.0415783273,11352.986446409304,11352986.446409306,11.352986446409306
Trout,2017,walleye,27.3159069244001,308.550933543214,2.3853481395842175,242.85560966081096,242855.60966081097,6633.821229563154,6633821.229563154,6.6338212295631545
Trout,2018,cisco,1397.49184310347,132.845694412404,1.2347599983462398,17.16959291628256,17169.59291628256,23994.366049911998,23994366.049912,23.994366049912
Trout,2018,lake.trout,0,NA,NA,NA,NA,NA,NA,NA
Trout,2018,walleye,21.390181270591,312.2349426261331,2.401247660202774,251.91130643538972,251911.3064353897,5388.428508764383,5388428.508764383,5.388428508764384
Trout,2019,cisco,775.725721651124,127.55011906061381,1.17964791530283,15.12334694055917,15123.34694055917,11731.56921924558,11731569.21924558,11.731569219245578
Trout,2019,lake.trout,10.5928932582374,526.3633322242285,3.0446632273340617,1108.3150415783273,1108315.0415783273,11740.262931938167,11740262.931938166,11.740262931938165
Trout,2019,walleye,0,NA,NA,NA,NA,NA,NA,NA
Trout,2020,cisco,744.554584294419,184.3382772928918,1.67857383133593,47.70609089798327,47706.090897983275,35519.7886768597,35519788.6768597,35.5197886768597
Trout,2020,lake.trout,0,NA,NA,NA,NA,NA,NA,NA
Trout,2020,walleye,25.3825426464507,343.33542620047797,2.5284438251512285,337.63217398396864,337632.1739839686,8569.963054961945,8569963.054961946,8.569963054961946
